bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Big Basin 2013 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,US,"Light and a little cloudy in the glass, this is a delicious and deep wine from a vineyard in the eastern Salinas Valley, with lime blossoms, squeezed lemons, wet cement and salted white peach on the nose. The palate deftly pairs chalk, sour cream, and lime zest with dried white peach, sea salt and fresh churned butter.",Coastview Vineyard,94,44,California,Monterey County,Central Coast,Big Basin,Matt Kettmann,@mattkettmann
Boeckel 2013 Zotzenberg Grand Cru Riesling (Alsace),Riesling,France,"Soft, gentle fruit of stewed apple shimmers on the nose but on the palate is contained by immense, lemony zestiness. There is real muscle and elegance. The body is dry, slender but concentrated and beautifully clean with inflections of stone. This is a beacon of clarity and clean fruit, shining with a pristine, citrus-kissed purity. Drink 2018–2030.",Zotzenberg Grand Cru,94,34,Alsace,Alsace,[EMPTY],Boeckel,Anne Krebiehl MW,@AnneInVino
Casa Agricola Alexandre Relvas 2012 Herdade de São Miguel Private Collection Red (Alentejano),Portuguese Red,Portugal,"A small, selected production of 2000 bottles has produced a dark and dense wine that is still so young. Powered by ripe tannins and equally ripe plum skins, this is a powerful wine with an elegant background. Juicy acidity is still fresh, lifting the fruit and giving a surprisingly fresh aftertaste. Drink from 2018.",Herdade de São Miguel Private Collection,94,[EMPTY],Alentejano,[EMPTY],[EMPTY],Casa Agricola Alexandre Relvas,Roger Voss,@vossroger
Cave de Ribeauvillé 2009 Osterberg Grand Cru Clos du Zahnacker White (Alsace),Alsace white blend,France,"Stone, earth and hay are about to merge into notions of lanolin and chamomile: clearly this is a maturing wine at an early point of its evolution. The palate is fluid and has the texture of drenched chalky, stone. The fruit is hiding in the wings, only to appear as orange oil here or as apple scent there. The dryness shows every nuance of this earthy, wine from a historic, co-planed vineyard of Riesling, Pinot Gris and Gewurztraminer. What a triumph. Drink 2016–2026.",Osterberg Grand Cru Clos du Zahnacker,94,49,Alsace,Alsace,[EMPTY],Cave de Ribeauvillé,Anne Krebiehl MW,@AnneInVino
Henri Bourgeois 2012 Cuvée Etienne Henri  (Sancerre),Sauvignon Blanc,France,"Etienne-Henri Bourgeois was a pioneer in Sancerre of vinification in barrels. This wine, produced in homage, is a beautiful expression of tightly coiled, mineral Sauvignon Blanc. Beautifully crisp, it is bright and packed with fruit that still needs time to develop. Drink from 2017.",Cuvée Etienne Henri,94,60,Loire Valley,Sancerre,[EMPTY],Henri Bourgeois,Roger Voss,@vossroger
Hermann J. Wiemer 2013 Josef Vineyard Riesling (Seneca Lake),Riesling,US,"The 2013 Josef Vineyard is quieter on the nose than the more exuberant Magdalena, but the palate packs plenty of luscious fruit and floral punch. Semidry in style, it's feather light in texture yet concentrated apricot and yellow-cherry flavors are penetrating and persistent. Delicious now but will improve through 2023.",Josef Vineyard,94,39,New York,Seneca Lake,Finger Lakes,Hermann J. Wiemer,Anna Lee C. Iijima,[EMPTY]
Baer 2012 Star Red (Columbia Valley (WA)),Bordeaux-style Red Blend,US,"Made with 75% Merlot with the rest Cabernet Franc, this wine commands attention with aromas of dried and fresh herbs, black fruit, toast and flowers. The dark fruit flavors are rich, layered and tightly coiled, captivating attention with spot-on balance.",Star,94,32,Washington,Columbia Valley (WA),Columbia Valley,Baer,Sean P. Sullivan,@wawinereport
Bolney Wine Estate 2009 Blanc de Blancs Chardonnay (England),Chardonnay,England,"This has the crunchy, enticing freshness of the very first, pale, almost translucent apples of the year. Underneath it brings earth, chalk, stone and yeast. The autolysis is distinct but expresses itself as a restrained, chalky background that imbues the entire wine with a soft, gentle and very fine creaminess. This is elegant, serious and lasting.",Blanc de Blancs,94,[EMPTY],England,[EMPTY],[EMPTY],Bolney Wine Estate,Anne Krebiehl MW,@AnneInVino
Calera 2012 Selleck Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,US,"Cola, sasparilla, cherry blossoms, hard cherry candy and a hint of black currant hit the nose on this rich wine from Josh Jensen. The palate shows brown spice, with clove and peppercorns wrapping around a rhubarb-licorice-thyme character and tart cherries, making for an incredibly distinctive wine.",Selleck Vineyard,94,90,California,Mt. Harlan,Central Coast,Calera,Matt Kettmann,@mattkettmann
Dutton Estate 2008 Dutton-Thomas Road Vineyard Pinot Noir (Green Valley),Pinot Noir,US,"A powerful, compelling young Pinot Noir notable for its depth of flavor and classic structure. Floods the palate with waves of raspberries, cherries, cola, sweet pomegranates, persimmons and spices that last long and clean on the finish. For all that, the wine is thoroughly dry, with firm, fine tannins. Try to age it until at least 2011, if you can.",Dutton-Thomas Road Vineyard,94,52,California,Green Valley,Sonoma,Dutton Estate,[EMPTY],[EMPTY]
Gary Farrell 2007 Rochioli-Allen Vineyards Chardonnay (Russian River Valley),Chardonnay,US,"The vintage was very kind to Chardonnay, and the balance shows in the fantastically ripe, exotic pineapple tart, lemondrop candy, buttered toast, sandalwood and sweet, dusty spice flavors of this immaculately dry, crisp wine. It's strong and impressive now, and not particularly subtle, but should have a narrow window of near perfection. 2011–2013.",Rochioli-Allen Vineyards,94,41,California,Russian River Valley,Sonoma,Gary Farrell,[EMPTY],[EMPTY]
W.H. Smith 2008 Bill and Joan's Special Selection Pinot Noir (Sonoma Coast),Pinot Noir,US,"This big, young Pinot should have been held back before release, because it's really tannic and primary now, making its future hard to evaluate. However, it seems a likely cellar candidate. It's fresh in acids and clearly has a pedigree of terroir, showing mineral-infused raspberries, cherries, rhubarbs, wild strawberries, and pomegranates, accented with rich, smoky oak. The texture is pure silk, and the finish is firmly dry. Give it until 2012, at the very least.",Bill and Joan's Special Selection,94,75,California,Sonoma Coast,Sonoma,W.H. Smith,[EMPTY],[EMPTY]
BOND 2006 Pluribus Red (Napa Valley),Bordeaux-style Red Blend,US,"Very dark, dramatic, opulent, but young. Opens with brooding aromas of black currants, cassis and spices, and turns dense in tannins in the mouth. Deeply refined, concentrated, intense, bone dry. A classic Napa wine in every sense, and one in need of extended cellaring. 2012–2018. The release date is Spring 2010.",Pluribus,94,275,California,Napa Valley,Napa,BOND,[EMPTY],[EMPTY]
Château Tour des Gendres 2007 Anthologia Sauvignon Blanc (Bergerac Sec),Sauvignon Blanc,France,"Luc de Conti's quest for perfection in wood aging white wines reaches its apogee here, a pure Sauvignon Blanc. The ripe spice, quince and lemon flavors mingle together in a powerful wine that keeps surprising elegance. Age for another year for final integration.",Anthologia,94,135,Southwest France,Bergerac Sec,[EMPTY],Château Tour des Gendres,Roger Voss,@vossroger
Domaine Berthoumieu 2007 Charles de Batz Tannat (Madiran),Tannat,France,"Tannat at its most expressive, this wine boasts dense tannins that roll deeply around the wine. But the fruit is of such an intensity that it keeps up a fine equilibrium. It is a seamless, impressive wine, projecting its power easily.",Charles de Batz,94,25,Southwest France,Madiran,[EMPTY],Domaine Berthoumieu,Roger Voss,@vossroger
Freestone 2007 Pastorale Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"The first thing you notice is the complexity of flavor, carrying waves of wild forest raspberries and cherries, framboise and other liqueury, extracted tastes, sprinkled with rose petal, Dr. Pepper cola and exotic spices, and rounded off with smoky sandalwood. Then the tannins and acids kick in, emphasizing extreme dryness. There are dozens of Pinot Noirs that are more drinkable now, but this is such an interesting interpretation that it deserves a place in your cellar. Try after 2013.",Pastorale Vineyard,94,100,California,Sonoma Coast,Sonoma,Freestone,[EMPTY],[EMPTY]
Kuentz-Bas 2015 Eichberg Grand Cru Trois Châteaux Pinot Gris (Alsace),Pinot Gris,France,"There is almost a touch of burnt sugar on the nose before the more customary aromas of juicy honeyed pear kick in. There are fresher glints, too, of zesty lime and green pear. The palate boosts the juicy pear notes which fill mouth and nose and which are edged with pleasantly bitter pithiness. A touch of residual sweetness amplifies the fruit on the generous palate, but this is balanced with lemony freshness before an off-dry finish. Lovely now but sure to develop. Drink 2017–2030.",Eichberg Grand Cru Trois Châteaux,94,45,Alsace,Alsace,[EMPTY],Kuentz-Bas,Anne Krebiehl MW,@AnneInVino
Lavinea 2014 Elton Vineyard Chardonnay (Eola-Amity Hills),Chardonnay,US,"Lush and lovely fruits highlight this wine. White peaches, lemon curd, sweet pineapple, quince and a dash of honey all combine gracefully, with a nice kick of fresh acidity. A light touch with new French oak (20%) adds a hint of vanilla and Key-lime pie to the finish. On the second day, it's just as good, if not even better.",Elton Vineyard,94,60,Oregon,Eola-Amity Hills,Willamette Valley,Lavinea,Paul Gregutt,@paulgwine 
Le Brun de Neuville 2008 Grand Vintage Brut  (Champagne),Champagne Blend,France,"Almost entirely Chardonnay, with just a whisper of Pinot Noir, this is a dry Champagne. It is crisp, lively, steely and with great intensity. The apple and lemon flavors are just a part of this impressive wine that could age longer. Drink from 2019.",Grand Vintage Brut,94,90,Champagne,Champagne,[EMPTY],Le Brun de Neuville,Roger Voss,@vossroger
MacLaren 2014 Samantha's Vineyard Syrah (Russian River Valley),Syrah,US,"A tremendous rendition of the variety from an appellation not particularly associated with it, this wine is deftly etched with notes of black licorice, leather and earth. Explosive tannins underscore its core of juicy blackberry and smoke flavors, while the finish is sticky and somewhat feral.",Samantha's Vineyard,94,43,California,Russian River Valley,Sonoma,MacLaren,Virginie Boone,@vboone
Paix Sur Terre 2015 The Other One Glenrose Vineyard Mourvèdre (Adelaida District),Mourvèdre,US,"Paix Sur Terre manages to translate the heat and sunshine of Paso Robles into a rich and savory but not overripe wine. Quite dark in the glass, it shows blackberry, black plum, roast beef, black pepper and soy notes on the nose. The palate is dense and creamy, with dark chocolate, roasted blackberry, vanilla and caramel flavors.",The Other One Glenrose Vineyard,94,52,California,Adelaida District,Central Coast,Paix Sur Terre,Matt Kettmann,@mattkettmann
Patz & Hall 2015 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,US,"This wine's Honeycrisp apple and Applejacks cereal scents lead the nose before bold layers of luxurious texture confirm its complexity and overall appeal on the palate. Densely packed with flavor, it also shows plenty of structure to support its powerful range.",Dutton Ranch,94,44,California,Russian River Valley,Sonoma,Patz & Hall,Virginie Boone,@vboone
Paul Blanck 2014 Furstentum Grand Cru Riesling (Alsace),Riesling,France,"Tender notes of lemon and glorious freshness are first apparent on the shy nose but achieve their full expression on the slender, dry and incisive palate. The purity of the lemon zest notes tingles on the tongue and creates a streamlined, refreshing dynamic. This is clean and invigorating with its uncompromising bright freshness that lasts and lasts. This is lovely now but has huge promise. Drink 2017–2037.",Furstentum Grand Cru,94,39,Alsace,Alsace,[EMPTY],Paul Blanck,Anne Krebiehl MW,@AnneInVino
Perrier Jouët 2006 Belle Epoque Brut Rosé  (Champagne),Champagne Blend,France,"This pale-colored wine with its crushed raspberry perfume, is now reaching its peak. It is rich with a dosage that gives it a soft character without losing any of the crisp fruit. The wine is balanced, hinting at toast while still tangy and tight. Drink this delicious wine now.",Belle Epoque Brut Rosé,94,250,Champagne,Champagne,[EMPTY],Perrier Jouët,Roger Voss,@vossroger
Taittinger NV Folies de la Marquetterie  (Champagne),Champagne Blend,France,"This special cuvée comes from the vineyards surrounding the Château de la Marquetterie in Reims. With a part aged in wood, the wine has fine bottle aging and toastiness giving it richness as well as bringing out the ripe lemon and red-apple flavors. It is a beautifully balanced wine that is ready to drink.",Folies de la Marquetterie,94,97,Champagne,Champagne,[EMPTY],Taittinger,Roger Voss,@vossroger
Bella Union 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"From a 25-acre site on the western flank of Rutherford, this wine includes 2% Malbec. With sanguine cassis, cranberry and cinnamon touches, it's a soft, round and velvety expression of the hearty variety, finishing with notes of coffee and dark chocolate.",[EMPTY],94,85,California,Napa Valley,Napa,Bella Union,Virginie Boone,@vboone
Brave & Maiden 2014 Estate Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,US,"Only one barrel of this Paul Hobbs-consulted bottling was produced, and that extreme focus made for a powerful and rich though not overripe result. Concentrated blackberry and violet aromas are cut by crushed gravel and cedar spice notes. Leather, tobacco, rose petal and black pepper accents spice up its black fig flavors on the hearty palate, which is structured with fine-grained tannins.",Estate,94,75,California,Santa Ynez Valley,Central Coast,Brave & Maiden,Matt Kettmann,@mattkettmann
Cave de Turckheim 2013 Hengst Grand Cru Riesling (Alsace),Riesling,France,"A touch of earth and the purest expression possible of tart ripe red apple immediately draws you in on the nose. The absolutely dry palate also has a touch of that earthiness and adds more apple-peel notions to the fruit while a vivid lemon brightness takes center stage. This is generous and earthy in a typically Alsatian idiom but then that freshness kicks in and takes this to another level. It channels and guides all the energy and power of this site into alluring dynamics on the palate. The finish is dry, long and lovely. Drink 2017–2030.",Hengst Grand Cru,94,70,Alsace,Alsace,[EMPTY],Cave de Turckheim,Anne Krebiehl MW,@AnneInVino
Chanin 2015 Los Alamos Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,US,"Very light in appearance, this sprightly bottling offers tart yet warm aromas of wild cherry, cranberry, sweet oregano, sandalwood and wet earth. Pomegranate, strawberry, slate and cedar notes show on the palate, which showcases ripeness in a restrained fashion. Drink now–2035.",Los Alamos Vineyard,94,50,California,Santa Barbara County,Central Coast,Chanin,Matt Kettmann,@mattkettmann
Chateau Montelena 2013 The Montelena Estate Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,US,"Winemaker Matt Crafton embraces the winery's longstanding tradition of elegant Napa Valley Cabernet in this estate wine—a beautiful expression of exotic, savory characteristics wrapped in a seamless texture. Tomato leaf, meat and soy notes underscore deep layers of black pepper, black cherry and cassis, with grippy, dense tannins. Enjoy 2023–2033.",The Montelena Estate,94,160,California,Calistoga,Napa,Chateau Montelena,Virginie Boone,@vboone
Domaine Charles Baur 2015 Eichberg Grand Cru Riesling (Alsace),Riesling,France,"A shy, just about citrus-scented nose takes a little air to be woken up before releasing a strikingly pure note of ripe lemon. The palate has the same clear lemon purity but has a rich fluid texture of ripeness and concentration—a wonderful interplay of fruit richness and taut freshness that creates tension and poise. While the palate is completely dry, the lemon depth attains the richness of lemon oil and candied zest. The tanginess lingers long on the pure finish. This is lovely and pure now, but bottle age will make it beguiling. Drink 2017–2037.",Eichberg Grand Cru,94,35,Alsace,Alsace,[EMPTY],Domaine Charles Baur,Anne Krebiehl MW,@AnneInVino
Domaine Charles Frey 2015 Frankstein Grand Cru Riesling (Alsace),Riesling,France,"A wonderfully savory touch of fragrant wild thyme precedes the tangerine peel notes on the nose of this promising and aromatically scented wine. The palate comes through with tangy zesty tangerine and bright fresh lemon. This is streamlined and taut, muscular but svelte. This just fills palate and mind with its fizzing, vibrant citrus notes that shine on the absolutely dry concentrated palate. Lots of refreshment and excitement here. Drink 2017–2030.",Frankstein Grand Cru,94,35,Alsace,Alsace,[EMPTY],Domaine Charles Frey,Anne Krebiehl MW,@AnneInVino
Domaine G. Metz 2012 Muenchberg Grand Cru Riesling (Alsace),Riesling,France,"The nose is shy but promises development with its heady note of chamomile. The palate reinforces this soothing, herbal and balm-like feeling even more, seemingly dissolving dried chamomile aromas in a sea of fluid, fresh lemon. The palate is absolutely dry and comes with a wonderful lightness of touch. Despite the ripeness of the 2012 vintage this has ease and a spring in its step. This wine is lovely now and will continue to evolve for a long time. Concentration will make sure of that. Drink 2017–2030.",Muenchberg Grand Cru,94,22,Alsace,Alsace,[EMPTY],Domaine G. Metz,Anne Krebiehl MW,@AnneInVino
Domaine G. Metz 2014 Muenchberg Grand Cru Riesling (Alsace),Riesling,France,"This combination of tingling grapefruit spice, pure lemon and leafy lemon balm on the nose is utterly disarming. The touch of green apple makes it even more alluring. The palate jumbles all of these fresh, lithe, bright and appetizing flavors together and swirls them across the palate on a joyous, light-footed lemon sweep. Oh for the pleasure of Riesling in a vintage that majors on freshness rather than ripeness. This dances on the tongue with its dryness, purity and aromatic ease. Underneath all that is concentration and a stony, firm core that anchors this in quality. A lovely, promising and utterly charming wine. Drink 2017–2030.",Muenchberg Grand Cru,94,22,Alsace,Alsace,[EMPTY],Domaine G. Metz,Anne Krebiehl MW,@AnneInVino
Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace),Pinot Gris,France,"Superripe mirabelles and the juiciest pears appear on the nose and fill the mind with heady perfume. The palate confirms this notion of sweetness with ample residual sugar. However, this is met with precise acidity to create unusual thrill. This just sits on a knife's edge between juicy ripe pear and mouth-watering grapefruit zest—a wonderful interplay of notions that makes this incredibly enticing. This is starting to develop and has way to go with its playful, medium-dry finish. Drink 2017–2030.",Marckrain Grand Cru,94,26,Alsace,Alsace,[EMPTY],Domaine Michel Fonne,Anne Krebiehl MW,@AnneInVino
Domaine Pfister 2014 Engelberg Grand Cru Riesling (Alsace),Riesling,France,"The nose is rather restrained but the palate comes alive with ripe lemon and zesty tangerine. This is dry and concentrated, with a lovely vein of lemon freshness that pervades and brightens the entire experience. Prepare to be refreshed. This is luminous, fresh and so illustrative of the 2014 vintage: A challenge that yielded such jewels in the right hands. Lovely now but with ample mileage. Drink 2017–2037",Engelberg Grand Cru,94,45,Alsace,Alsace,[EMPTY],Domaine Pfister,Anne Krebiehl MW,@AnneInVino
Domaine Saint-Rémy 2015 Ehrhart Schlossberg Grand Cru Riesling (Alsace),Riesling,France,"Wet stone and lemon set the tone when it comes to scent. The palate falls in with these themes and presents precision and poise; the razor-sharp freshness of lemon zest is both brightening and deliciously bracing. This is a svelte but concentrated wine of great purity that has not really come into its own yet. It is perfumed now but one cannot help but suspect much more development of aroma in the future. All the potential, concentration and balance is there. The finish is dry and lemony. Drink 2017–2030.",Ehrhart Schlossberg Grand Cru,94,30,Alsace,Alsace,[EMPTY],Domaine Saint-Rémy,Anne Krebiehl MW,@AnneInVino
Domaine Zind-Humbrecht 2015 Hengst Grand Cru Gewurztraminer (Alsace),Gewürztraminer,France,"Ripe notions of juicy peach and yellow pear rise from the glass. Around the edges they have an aromatic touch of grapefruit zest. That zesty notion remains a constant fixture on the very rich medium-sweet palate, countering the luscious richness of the fruit which shines with honeyed peach, juicy pear and ripe tangerine. It is the zestiness that frames everything on this rich powerful palate. This is lovely now but it has all the fruit and concentration to age well. Drink 2017–2037.",Hengst Grand Cru,94,80,Alsace,Alsace,[EMPTY],Domaine Zind-Humbrecht,Anne Krebiehl MW,@AnneInVino
Domaines Schlumberger 2014 Kessler Grand Cru Gewurztraminer (Alsace),Gewürztraminer,France,"A touch of quince plays about the rich notes of peach and tangerine on the nose. An aromatic notion of dark fir honey leads onto a medium-sweet palate of ripe peach, zesty tangerine peel, golden mirabelles and lemon. The citrus elements provide a high-toned brightness that works very well with the sweet juiciness and richness of the palate. On the palate it is the wonderfully aromatic zestiness that lasts and lasts.",Kessler Grand Cru,94,42,Alsace,Alsace,[EMPTY],Domaines Schlumberger,Anne Krebiehl MW,@AnneInVino
Domaines Schlumberger 2014 Spiegel Grand Cru Pinot Gris (Alsace),Pinot Gris,France,"Dried lemon peel and honey create a very appealing nose. The palate displays generous fruit balanced by the disciplined structure provided by lively acidity. Glimpses of ripe pear and honeycomb show on the edges, while the medium-dry finish is immensely appetizing. Though it's lovely now, it shows long-term potential, and should hold well through 2030.",Spiegel Grand Cru,94,30,Alsace,Alsace,[EMPTY],Domaines Schlumberger,Anne Krebiehl MW,@AnneInVino
Kathryn Kennedy 2013 Merlot (Santa Cruz Mountains),Merlot,US,"With a tiny bit of breathing room, this wine opens up magically into dark earth, crushed asphalt, blackberry jam, cappuccino and mocha on the nose, which predict a tarry texture. Indeed, the structure is firm and fine-tuned, yet vibrant with boisterous acidity, showing layered flavors of dark fruit enhance by cedar, sandalwood and incense notes. Drink 2017–2033.",[EMPTY],94,42,California,Santa Cruz Mountains,Central Coast,Kathryn Kennedy,Matt Kettmann,@mattkettmann
Louis Roederer 2009 Vintage Brut  (Champagne),Champagne Blend,France,"This rich wine is full of ripe white and citrus fruits that combine easily with the tangy, tight texture that comes from the dominance of Pinot Noir in the blend. It is still young, the sort of wine that needs to age to bring out its full potential. Drink this very fine vintage from 2018.",Vintage Brut,94,80,Champagne,Champagne,[EMPTY],Louis Roederer,Roger Voss,@vossroger
Lynmar 2014 Anisya's Blend Susanna's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"The counterpart to Lynn's Blend, named for a co-proprietor, Anisya's showcases the lighter side of the Sonoma Coast in its exuberance of red cherry, orange and strawberry. Textured, it features bright acidity and layers of freshness, teased in black tea and wild truffle.",Anisya's Blend Susanna's Vineyard,94,85,California,Sonoma Coast,Sonoma,Lynmar,Virginie Boone,@vboone
Lynmar 2014 Pinot Noir (Russian River Valley),Pinot Noir,US,"This is a bright, integrated and extremely impressive blend of different estate-vineyard sources. Effortlessly enjoyed, it's nonetheless plenty complex underneath the pleasing fruit and acidity. Tart plum, raspberry, pomegranate and touches of cola and mocha combine for a seamless, satisfying experience.",[EMPTY],94,45,California,Russian River Valley,Sonoma,Lynmar,Virginie Boone,@vboone
Robert Biale 2014 Grande Vineyard Zinfandel (Napa Valley),Zinfandel,US,"Grande is one of the most historic vineyards in southern Napa, still presided over by the lovely Dorothy Rossi, whose father planted the oldest vines here in 1920, the year she was born. The location, farming and age work together to offer aromas of dusty leather satchel and a richness of juicy blackberry and cranberry. Powerfully elegant and integrated, it evolves in the glass in a myriad of ways, surprising with every sip.",Grande Vineyard,94,50,California,Napa Valley,Napa,Robert Biale,Virginie Boone,@vboone
Rosenhof 2014 Trockenbeerenauslese Grüner Veltliner (Burgenland),Grüner Veltliner,Austria,The bitter-edged sweetness of botrytis counters the luscious notes of orange marmalade. The palate is of immense richness and has a tart gilded richness of candied orange peel and a concentrated pleasant bitterness that is so addictive. There are glints of white pepper. The purest citrus acid runs like a fault line through the wine. This is lovely and luscious now but really made to last. This will age and develop indefinitely. Drink now until 2030 at least.,Trockenbeerenauslese,94,30,Burgenland,[EMPTY],[EMPTY],Rosenhof,Anne Krebiehl MW,@AnneInVino
Storm 2014 Slide Hill Vineyard Syrah (Edna Valley),Syrah,US,"A vibrant and lithe expression of cool-climate Syrah, this bottling shows crushed peppercorns, beef char, thyme, coffee syrup, potpourri and blackberry juice on the nose. The crisp palate is lively with peppery spice, with a base of tart elderberry juice layered with cooked lamb and fresh rosemary. It finishes with a healthy sense of pencil shavings.",Slide Hill Vineyard,94,45,California,Edna Valley,Central Coast,Storm,Matt Kettmann,@mattkettmann
Trisaetum 2014 Ribbon Ridge Estate Pinot Noir (Ribbon Ridge),Pinot Noir,US,"Once again this vineyard delivers irresistibly bright refined flavors of raspberry and cherry fruit—primary, concentrated and immaculately fresh. There's a touch of mocha from the new barrels, and impressive length. As with all of Trisaetum's single vineyard Pinots, this is built for cellaring, and should drink best after another couple of years in bottle. Drink 2018–2028, perhaps beyond.",Ribbon Ridge Estate,94,49,Oregon,Ribbon Ridge,Willamette Valley,Trisaetum,Paul Gregutt,@paulgwine 
Vallana 2007  Gattinara,Nebbiolo,Italy,"This fragrant Nebbiolo opens with intense, ample aromas of kitchen spice, chopped herb, leather, dark-skinned berry, tilled soil and a whiff of pressed rose petal. On the firmly structured smooth palate, notes of licorice, cinnamon and truffle accent a core of juicy dark cherry. Polished tannins provide the framework while a mineral vein energizes the finish. Drink through 2022.",[EMPTY],94,32,Piedmont,Gattinara,[EMPTY],Vallana,Kerin O’Keefe,@kerinokeefe
Domaine Serene 2013 Grace Vineyard Pinot Noir (Dundee Hills),Pinot Noir,US,"The best Grace to date, the wonderfully fruity entry bounces along, offering a punch bowl full of spicy cherries, with extensive highlights. Sniff and taste streaks of clove, coffee, fresh earth and mushroom—all clean and harmonious. This may be drunk immediately with enjoyment, or set aside as your special occasion wine with a decade or more of ageability.",Grace Vineyard,94,185,Oregon,Dundee Hills,Willamette Valley,Domaine Serene,Paul Gregutt,@paulgwine 
Dominio de Atauta 2010 Valdegatiles  (Ribera del Duero),Tinto Fino,Spain,"Black cherry, cassis and cola aromas are on the money and exact, with nothing overt sticking out. This bottling is strongly built, probably the most tannic of Atauta's 2010 single-vineyard wines, but it's not coarse. Savory flavors of smoked meat, tea and baked berry fruits end with rooty, roasted notes. Drink through 2024.",Valdegatiles,94,120,Northern Spain,Ribera del Duero,[EMPTY],Dominio de Atauta,Michael Schachner,@wineschach
Drappier 2008 Grande Sendrée Rosé Brut  (Champagne),Champagne Blend,France,"This is a beautiful wine with its pink-orange color. The taste lives up to its appearance. A mature wine from a great vintage, it's rich with spice and nuts along with tight acidity. From fruit grown in the southern Champagne region of the Aube, the wine is completely ready to drink.",Grande Sendrée Rosé Brut,94,130,Champagne,Champagne,[EMPTY],Drappier,Roger Voss,@vossroger
Elk Cove 2014 Roosevelt Pinot Noir,Pinot Noir,US,"From the first sniff to the last sip, this sensational effort seduces, with deep, rich, slightly roasted flavors of dense black fruits. The black cherry core is so intense it veers into cassis, with veins of espresso, Kahlúa and cacao. It's a powerful wine, perfectly framed and balanced by ripe tannins. It's ready to drink now, but certainly a wine you may confidently cellar for at least another decade.",Roosevelt,94,85,Oregon,Willamette Valley,[EMPTY],Elk Cove,Paul Gregutt,@paulgwine 
Calcareous 2013 Moose Syrah-Petit Verdot (Paso Robles),Syrah-Petit Verdot,US,"This wine begins a bit wound-up and restrained on the nose, but then reveals waves of cassis, blackcurrant, elderberry and caramelized beef tips. The flavors are woven together perfectly, showing deep blueberry syrup, dark-chocolate chips, brighter plums, lovely lilacs and a touch of tar. It's deep, dark and complex.",Moose,94,49,California,Paso Robles,Central Coast,Calcareous,Matt Kettmann,@mattkettmann
Charles-Gilbert de Vindé 2008 Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,"From one of the best Champagne vintages, this wine offers a tight texture and layers of intense acidity. It is still young, showing citrus and crisp apple fruit, while the depth and concentration of minerality promise long aging. Drink from 2019. Gonet uses this label for the American market.",Grand Cru Blanc de Blancs Brut,94,65,Champagne,Champagne,[EMPTY],Charles-Gilbert de Vindé,Roger Voss,@vossroger
Alfred Gratien 2004 Brut Millésimé  (Champagne),Champagne Blend,France,"From a good vintage, this wine, dominated by Chardonnay from the Côte des Blancs, is textured, mineral-driven and full of nervous energy. It is stylish, hinting at toast as well as floral citrus. The wine is now mature, although it will age at least until 2024, developing a more toasty character as it goes.",Brut Millésimé,94,90,Champagne,Champagne,[EMPTY],Alfred Gratien,Roger Voss,@vossroger
Alfred Gratien 2008 Cuvée Paradis Brut  (Champagne),Champagne Blend,France,"Based around a blend of grand cru wines and with seven years aging, this wine combines a rich texture with tight acidity and hints of toast from the wood fermentation. A creamy background gives the mature fruits their chance to show beautifully. The wine is ready to drink although it will age at least until 2025.",Cuvée Paradis Brut,94,125,Champagne,Champagne,[EMPTY],Alfred Gratien,Roger Voss,@vossroger
Quinta da Foz 2013 Grande Reserva Red (Douro),Portuguese Red,Portugal,"Seriously dense and with signs of extraction, this is a powerful wine. Its big black fruits give it richness while there is also fine juicy acidity. It comes from vines over 100-years-old grown on the spectacularly steep slopes of the quinta. The wine is still young, so don't drink before 2019.",Grande Reserva,94,80,Douro,[EMPTY],[EMPTY],Quinta da Foz,Roger Voss,@vossroger
